"band;""bandname"""
"http://dbpedia.org/resource/LFO_(British_band);""LFO (British band)"""
"http://dbpedia.org/resource/London_Philharmonic_Orchestra;""London Philharmonic Orchestra"""
"http://dbpedia.org/resource/The_Real_Tuesday_Weld;""The Real Tuesday Weld"""
"http://dbpedia.org/resource/Dark_Lotus;""Dark Lotus"""
"http://dbpedia.org/resource/Ammonia_(band);""Ammonia (band)"""
"http://dbpedia.org/resource/Stars_of_the_Lid;""Stars of the Lid"""
"http://dbpedia.org/resource/Tesseract_(band);""Tesseract (band)"""
"http://dbpedia.org/resource/The_Black_Sorrows;""The Black Sorrows"""
"http://dbpedia.org/resource/Boxhead_Ensemble;""Boxhead Ensemble"""
"http://dbpedia.org/resource/Portishead_(band);""Portishead (band)"""
"http://dbpedia.org/resource/Iris_(Romanian_band);""Iris (Romanian band)"""
"http://dbpedia.org/resource/Nasum;""Nasum"""
"http://dbpedia.org/resource/Pendragon_(band);""Pendragon (band)"""
"http://dbpedia.org/resource/Stereo_Total;""Stereo Total"""
"http://dbpedia.org/resource/Trapt;""Trapt"""
"http://dbpedia.org/resource/Foghat;""Foghat"""
"http://dbpedia.org/resource/Mashmakhan;""Mashmakhan"""
"http://dbpedia.org/resource/Baboon_(band);""Baboon (band)"""
"http://dbpedia.org/resource/Crime_&_the_City_Solution;""Crime & the City Solution"""
"http://dbpedia.org/resource/Q_and_Not_U;""Q and Not U"""
"http://dbpedia.org/resource/Criminal_Nation;""Criminal Nation"""
"http://dbpedia.org/resource/Godkiller;""Godkiller"""
"http://dbpedia.org/resource/Fiction_Plane;""Fiction Plane"""
"http://dbpedia.org/resource/Heed;""Heed"""
"http://dbpedia.org/resource/I_See_Stars;""I See Stars"""
"http://dbpedia.org/resource/AOA_(band);""AOA (band)"""
"http://dbpedia.org/resource/Bad_News_(band);""Bad News (band)"""
"http://dbpedia.org/resource/Damn_Yankees_(band);""Damn Yankees (band)"""
"http://dbpedia.org/resource/Sounds_of_Swami;""Sounds of Swami"""
"http://dbpedia.org/resource/ASG_(band);""ASG (band)"""
"http://dbpedia.org/resource/Spoken_(band);""Spoken (band)"""
"http://dbpedia.org/resource/The_Wolfe_Tones;""The Wolfe Tones"""
"http://dbpedia.org/resource/Cerebral_Fix;""Cerebral Fix"""
"http://dbpedia.org/resource/Susperia;""Susperia"""
"http://dbpedia.org/resource/TZU;""TZU"""
"http://dbpedia.org/resource/Taproot_(band);""Taproot (band)"""
"http://dbpedia.org/resource/Téléphone;""Téléphone"""
"http://dbpedia.org/resource/Aaron_&_Amanda_Crabb;""Aaron & Amanda Crabb"""
"http://dbpedia.org/resource/Scum_of_the_Earth_(band);""Scum of the Earth (band)"""
"http://dbpedia.org/resource/Bleed_from_Within;""Bleed from Within"""
"http://dbpedia.org/resource/Real_Life_(band);""Real Life (band)"""
"http://dbpedia.org/resource/Emil_Bulls;""Emil Bulls"""
"http://dbpedia.org/resource/Operator_Please;""Operator Please"""
"http://dbpedia.org/resource/DJ_Jazzy_Jeff_&_The_Fresh_Prince;""DJ Jazzy Jeff & The Fresh Prince"""
"http://dbpedia.org/resource/Booka_Shade;""Booka Shade"""
"http://dbpedia.org/resource/Count_Me_Out_(band);""Count Me Out (band)"""
"http://dbpedia.org/resource/Knutsen_&_Ludvigsen;""Knutsen & Ludvigsen"""
"http://dbpedia.org/resource/As_Tall_as_Lions;""As Tall as Lions"""
"http://dbpedia.org/resource/The_Go_Find;""The Go Find"""
"http://dbpedia.org/resource/Shinjuku_Thief;""Shinjuku Thief"""
"http://dbpedia.org/resource/Northside_(band);""Northside (band)"""
"http://dbpedia.org/resource/Troubles_(band);""Troubles (band)"""
"http://dbpedia.org/resource/La_Ley_(band);""La Ley (band)"""
"http://dbpedia.org/resource/Kjell_Roos_Band;""Kjell Roos Band"""
"http://dbpedia.org/resource/The_Chicharones;""The Chicharones"""
"http://dbpedia.org/resource/En_Vogue;""En Vogue"""
"http://dbpedia.org/resource/Colourbox;""Colourbox"""
"http://dbpedia.org/resource/Gaelic_Storm;""Gaelic Storm"""
"http://dbpedia.org/resource/Hot_Cross;""Hot Cross"""
"http://dbpedia.org/resource/The_Marshall_Tucker_Band;""The Marshall Tucker Band"""
"http://dbpedia.org/resource/Evoken;""Evoken"""
"http://dbpedia.org/resource/Moonblood;""Moonblood"""
"http://dbpedia.org/resource/Emanuel_(band);""Emanuel (band)"""
"http://dbpedia.org/resource/Dufus_(band);""Dufus (band)"""
"http://dbpedia.org/resource/Gorerotted;""Gorerotted"""
"http://dbpedia.org/resource/Army_of_Anyone;""Army of Anyone"""
"http://dbpedia.org/resource/Spleen_United;""Spleen United"""
"http://dbpedia.org/resource/Zoé;""Zoé"""
"http://dbpedia.org/resource/The_Pop_Group;""The Pop Group"""
"http://dbpedia.org/resource/Ankla;""Ankla"""
"http://dbpedia.org/resource/Unwound;""Unwound"""
"http://dbpedia.org/resource/Demise_of_Eros;""Demise of Eros"""
"http://dbpedia.org/resource/MDC_(band);""MDC (band)"""
"http://dbpedia.org/resource/Daryl_Hall;""Daryl Hall"""
"http://dbpedia.org/resource/GusGus;""GusGus"""
"http://dbpedia.org/resource/Knorkator;""Knorkator"""
"http://dbpedia.org/resource/Raymond_&_Maria;""Raymond & Maria"""
"http://dbpedia.org/resource/Toploader;""Toploader"""
"http://dbpedia.org/resource/Lync;""Lync"""
"http://dbpedia.org/resource/The_Eames_Era;""The Eames Era"""
"http://dbpedia.org/resource/BBMak;""BBMak"""
"http://dbpedia.org/resource/Freescha;""Freescha"""
"http://dbpedia.org/resource/Love_Outside_Andromeda;""Love Outside Andromeda"""
"http://dbpedia.org/resource/The_Long_Blondes;""The Long Blondes"""
"http://dbpedia.org/resource/Papas_Fritas;""Papas Fritas"""
"http://dbpedia.org/resource/Age_of_Silence;""Age of Silence"""
"http://dbpedia.org/resource/Carnal_Forge;""Carnal Forge"""
"http://dbpedia.org/resource/Good_Shoes;""Good Shoes"""
"http://dbpedia.org/resource/Dub_Narcotic_Sound_System;""Dub Narcotic Sound System"""
"http://dbpedia.org/resource/The_Gerbils;""The Gerbils"""
"http://dbpedia.org/resource/The_Zombies;""The Zombies"""
"http://dbpedia.org/resource/The_Youngbloods;""The Youngbloods"""
"http://dbpedia.org/resource/Black_Ingvars;""Black Ingvars"""
"http://dbpedia.org/resource/Dimmer_(band);""Dimmer (band)"""
"http://dbpedia.org/resource/The_Turtles;""The Turtles"""
"http://dbpedia.org/resource/Director_(band);""Director (band)"""
"http://dbpedia.org/resource/The_Dickies;""The Dickies"""
"http://dbpedia.org/resource/Trillville;""Trillville"""
"http://dbpedia.org/resource/Brazilian_Girls;""Brazilian Girls"""
"http://dbpedia.org/resource/Hotlegs;""Hotlegs"""
"http://dbpedia.org/resource/Jacobs_Dream;""Jacobs Dream"""
"http://dbpedia.org/resource/Spazzys;""Spazzys"""
"http://dbpedia.org/resource/Snuff_(band);""Snuff (band)"""
"http://dbpedia.org/resource/La_Renga;""La Renga"""
"http://dbpedia.org/resource/Bay_City_Rollers;""Bay City Rollers"""
"http://dbpedia.org/resource/Priestess_(band);""Priestess (band)"""
"http://dbpedia.org/resource/Diabolic;""Diabolic"""
"http://dbpedia.org/resource/George_(band);""George (band)"""
"http://dbpedia.org/resource/Black_Grape;""Black Grape"""
"http://dbpedia.org/resource/Hep_Stars;""Hep Stars"""
"http://dbpedia.org/resource/Cauterize_(band);""Cauterize (band)"""
"http://dbpedia.org/resource/Tourniquet_(band);""Tourniquet (band)"""
"http://dbpedia.org/resource/Tripping_Daisy;""Tripping Daisy"""
"http://dbpedia.org/resource/The_Mellomen;""The Mellomen"""
"http://dbpedia.org/resource/Kyo_(band);""Kyo (band)"""
"http://dbpedia.org/resource/Tlot_Tlot;""Tlot Tlot"""
"http://dbpedia.org/resource/Vicious_Delite;""Vicious Delite"""
"http://dbpedia.org/resource/A1_(band);""A1 (band)"""
"http://dbpedia.org/resource/MoKenStef;""MoKenStef"""
"http://dbpedia.org/resource/Dubb_Union;""Dubb Union"""
"http://dbpedia.org/resource/The_Jam;""The Jam"""
"http://dbpedia.org/resource/State_of_Shock_(band);""State of Shock (band)"""
"http://dbpedia.org/resource/Ego_Likeness;""Ego Likeness"""
"http://dbpedia.org/resource/Kaleidoscope_(UK_band);""Kaleidoscope (UK band)"""
"http://dbpedia.org/resource/Beachwood_Sparks;""Beachwood Sparks"""
"http://dbpedia.org/resource/The_KLF;""The KLF"""
"http://dbpedia.org/resource/Morbid_Angel;""Morbid Angel"""
"http://dbpedia.org/resource/Faith_and_the_Muse;""Faith and the Muse"""
"http://dbpedia.org/resource/Bachelor_Girl;""Bachelor Girl"""
"http://dbpedia.org/resource/Daara_J;""Daara J"""
"http://dbpedia.org/resource/Information_Society_(band);""Information Society (band)"""
"http://dbpedia.org/resource/We_Shot_the_Moon;""We Shot the Moon"""
"http://dbpedia.org/resource/The_Waitresses;""The Waitresses"""
"http://dbpedia.org/resource/Scandal_(American_band);""Scandal (American band)"""
"http://dbpedia.org/resource/The_Features;""The Features"""
"http://dbpedia.org/resource/Genesis_(band);""Genesis (band)"""
"http://dbpedia.org/resource/The_Monkees;""The Monkees"""
"http://dbpedia.org/resource/The_Rolling_Stones;""The Rolling Stones"""
"http://dbpedia.org/resource/Naked_City_(band);""Naked City (band)"""
"http://dbpedia.org/resource/Porno_Graffitti;""Porno Graffitti"""
"http://dbpedia.org/resource/The_Blackout_Pact;""The Blackout Pact"""
"http://dbpedia.org/resource/Carter_the_Unstoppable_Sex_Machine;""Carter the Unstoppable Sex Machine"""
"http://dbpedia.org/resource/Lone_Justice;""Lone Justice"""
"http://dbpedia.org/resource/Omen_(band);""Omen (band)"""
"http://dbpedia.org/resource/Šarlo_Akrobata;""Šarlo Akrobata"""
"http://dbpedia.org/resource/Red_Hot_Chili_Peppers;""Red Hot Chili Peppers"""
"http://dbpedia.org/resource/Pram_(band);""Pram (band)"""
"http://dbpedia.org/resource/Stormwitch;""Stormwitch"""
"http://dbpedia.org/resource/Girls_Aloud;""Girls Aloud"""
"http://dbpedia.org/resource/Psycho_le_Cému;""Psycho le Cému"""
"http://dbpedia.org/resource/Stroke_9;""Stroke 9"""
"http://dbpedia.org/resource/Overkill_(band);""Overkill (band)"""
"http://dbpedia.org/resource/Maroon_(band);""Maroon (band)"""
"http://dbpedia.org/resource/Slipknot_(band);""Slipknot (band)"""
"http://dbpedia.org/resource/Stiff_Little_Fingers;""Stiff Little Fingers"""
"http://dbpedia.org/resource/Therapy%3F;""Therapy?"""
"http://dbpedia.org/resource/Caedmon's_Call;""Caedmon's Call"""
"http://dbpedia.org/resource/Fat_Freddy's_Drop;""Fat Freddy's Drop"""
"http://dbpedia.org/resource/Gamma_Ray_(band);""Gamma Ray (band)"""
"http://dbpedia.org/resource/Gyroscope_(band);""Gyroscope (band)"""
"http://dbpedia.org/resource/Inspiral_Carpets;""Inspiral Carpets"""
"http://dbpedia.org/resource/Kayak_(band);""Kayak (band)"""
"http://dbpedia.org/resource/Nightingale_(band);""Nightingale (band)"""
"http://dbpedia.org/resource/The_Feelers;""The Feelers"""
"http://dbpedia.org/resource/Pizzicato_Five;""Pizzicato Five"""
"http://dbpedia.org/resource/Eve's_Plum;""Eve's Plum"""
"http://dbpedia.org/resource/Pink_Floyd;""Pink Floyd"""
"http://dbpedia.org/resource/CocoRosie;""CocoRosie"""
"http://dbpedia.org/resource/Ali_Project;""Ali Project"""
"http://dbpedia.org/resource/The_Nadas;""The Nadas"""
"http://dbpedia.org/resource/Queensberry_(band);""Queensberry (band)"""
"http://dbpedia.org/resource/Rodrigo_y_Gabriela;""Rodrigo y Gabriela"""
"http://dbpedia.org/resource/Sheppard_(band);""Sheppard (band)"""
"http://dbpedia.org/resource/Kora_(band);""Kora (band)"""
"http://dbpedia.org/resource/Night_Ranger;""Night Ranger"""
"http://dbpedia.org/resource/Pixies;""Pixies"""
"http://dbpedia.org/resource/Bone_Thugs-n-Harmony;""Bone Thugs-n-Harmony"""
"http://dbpedia.org/resource/Cadillac_Don_&_J-Money;""Cadillac Don & J-Money"""
"http://dbpedia.org/resource/Vader_(band);""Vader (band)"""
"http://dbpedia.org/resource/Tavares_(group);""Tavares (group)"""
"http://dbpedia.org/resource/Tribal_Tech;""Tribal Tech"""
"http://dbpedia.org/resource/JLS;""JLS"""
"http://dbpedia.org/resource/Gemini_Syndrome;""Gemini Syndrome"""
"http://dbpedia.org/resource/Creedence_Clearwater_Revival;""Creedence Clearwater Revival"""
"http://dbpedia.org/resource/Foo_Fighters;""Foo Fighters"""
"http://dbpedia.org/resource/Jonas_Brothers;""Jonas Brothers"""
"http://dbpedia.org/resource/New_Edition;""New Edition"""
"http://dbpedia.org/resource/B'z;""B'z"""
"http://dbpedia.org/resource/Will_(band);""Will (band)"""
"http://dbpedia.org/resource/Europe_(band);""Europe (band)"""
"http://dbpedia.org/resource/Joy_Electric;""Joy Electric"""
"http://dbpedia.org/resource/Jurassic_5;""Jurassic 5"""
"http://dbpedia.org/resource/Runrig;""Runrig"""
"http://dbpedia.org/resource/Status_Quo_(band);""Status Quo (band)"""
"http://dbpedia.org/resource/Twisted_Sister;""Twisted Sister"""
"http://dbpedia.org/resource/Alisha's_Attic;""Alisha's Attic"""
"http://dbpedia.org/resource/GrimSkunk;""GrimSkunk"""
"http://dbpedia.org/resource/John_&_Mary;""John & Mary"""
"http://dbpedia.org/resource/Tarot_(band);""Tarot (band)"""
"http://dbpedia.org/resource/Casiopea;""Casiopea"""
"http://dbpedia.org/resource/Dragon_(band);""Dragon (band)"""
"http://dbpedia.org/resource/Manfred_Mann's_Earth_Band;""Manfred Mann's Earth Band"""
"http://dbpedia.org/resource/Tacocat;""Tacocat"""
"http://dbpedia.org/resource/Jeff_&_Sheri_Easter;""Jeff & Sheri Easter"""
"http://dbpedia.org/resource/Mills_Brothers;""Mills Brothers"""
"http://dbpedia.org/resource/Niki_and_the_Dove;""Niki and the Dove"""
"http://dbpedia.org/resource/World_Saxophone_Quartet;""World Saxophone Quartet"""
"http://dbpedia.org/resource/Baccara;""Baccara"""
"http://dbpedia.org/resource/Flyleaf_(band);""Flyleaf (band)"""
"http://dbpedia.org/resource/J._J._Fad;""J. J. Fad"""
"http://dbpedia.org/resource/Paint_It_Black_(band);""Paint It Black (band)"""
"http://dbpedia.org/resource/Hovet_(band);""Hovet (band)"""
"http://dbpedia.org/resource/Odious_Mortem;""Odious Mortem"""
"http://dbpedia.org/resource/Soap&Skin;""Soap&Skin"""
"http://dbpedia.org/resource/From_Monument_to_Masses;""From Monument to Masses"""
"http://dbpedia.org/resource/Vib_Gyor;""Vib Gyor"""
"http://dbpedia.org/resource/De_La_Soul;""De La Soul"""
"http://dbpedia.org/resource/The_Mars_Volta;""The Mars Volta"""
"http://dbpedia.org/resource/White_Rabbits_(band);""White Rabbits (band)"""
"http://dbpedia.org/resource/Parachute_(band);""Parachute (band)"""
"http://dbpedia.org/resource/Keane_(band);""Keane (band)"""
"http://dbpedia.org/resource/Black_Kids;""Black Kids"""
"http://dbpedia.org/resource/Kilians;""Kilians"""
"http://dbpedia.org/resource/Do_As_Infinity;""Do As Infinity"""
"http://dbpedia.org/resource/Universum_(band);""Universum (band)"""
"http://dbpedia.org/resource/Your_Vegas;""Your Vegas"""
"http://dbpedia.org/resource/Princeton_(band);""Princeton (band)"""
"http://dbpedia.org/resource/Bôa;""Bôa"""
"http://dbpedia.org/resource/Long_Beach_Dub_Allstars;""Long Beach Dub Allstars"""
"http://dbpedia.org/resource/Tindersticks;""Tindersticks"""
"http://dbpedia.org/resource/D_Ream;""D Ream"""
"http://dbpedia.org/resource/Jazzanova;""Jazzanova"""
"http://dbpedia.org/resource/Mae;""Mae"""
"http://dbpedia.org/resource/Mastodon_(band);""Mastodon (band)"""
"http://dbpedia.org/resource/LaFee;""LaFee"""
"http://dbpedia.org/resource/The_Blueskins;""The Blueskins"""
"http://dbpedia.org/resource/SCH_(band);""SCH (band)"""
"http://dbpedia.org/resource/Fokofpolisiekar;""Fokofpolisiekar"""
"http://dbpedia.org/resource/Johnny_Hates_Jazz;""Johnny Hates Jazz"""
"http://dbpedia.org/resource/Spy_vs_Spy_(Australian_band);""Spy vs Spy (Australian band)"""
"http://dbpedia.org/resource/Armored_Saint;""Armored Saint"""
"http://dbpedia.org/resource/Balzac_(band);""Balzac (band)"""
"http://dbpedia.org/resource/Recoil_(band);""Recoil (band)"""
"http://dbpedia.org/resource/Slow_Children;""Slow Children"""
"http://dbpedia.org/resource/Arc_Angel_(band);""Arc Angel (band)"""
"http://dbpedia.org/resource/Size2shoes;""Size2shoes"""
"http://dbpedia.org/resource/Hogan's_Heroes_(band);""Hogan's Heroes (band)"""
"http://dbpedia.org/resource/Klaxons;""Klaxons"""
"http://dbpedia.org/resource/Through_the_Eyes_of_the_Dead;""Through the Eyes of the Dead"""
"http://dbpedia.org/resource/Limp_Bizkit;""Limp Bizkit"""
"http://dbpedia.org/resource/Mountain_(band);""Mountain (band)"""
"http://dbpedia.org/resource/Tom_Petty_and_the_Heartbreakers;""Tom Petty and the Heartbreakers"""
"http://dbpedia.org/resource/Sugababes;""Sugababes"""
"http://dbpedia.org/resource/The_Lucky_Bullets;""The Lucky Bullets"""
"http://dbpedia.org/resource/Birds_of_Prey_(band);""Birds of Prey (band)"""
"http://dbpedia.org/resource/Foxygen;""Foxygen"""
"http://dbpedia.org/resource/Art_Ensemble_of_Chicago;""Art Ensemble of Chicago"""
"http://dbpedia.org/resource/FM_(British_band);""FM (British band)"""
"http://dbpedia.org/resource/She_&_Him;""She & Him"""
"http://dbpedia.org/resource/Alabama_(band);""Alabama (band)"""
"http://dbpedia.org/resource/Johnny_Clegg;""Johnny Clegg"""
"http://dbpedia.org/resource/The_Statler_Brothers;""The Statler Brothers"""
"http://dbpedia.org/resource/Otep;""Otep"""
"http://dbpedia.org/resource/Lethargy_(band);""Lethargy (band)"""
"http://dbpedia.org/resource/Doomtree;""Doomtree"""
"http://dbpedia.org/resource/Arkarna;""Arkarna"""
"http://dbpedia.org/resource/Jerry_Garcia_Band;""Jerry Garcia Band"""
"http://dbpedia.org/resource/Matt_Pond_PA;""Matt Pond PA"""
"http://dbpedia.org/resource/Sponge_Cola;""Sponge Cola"""
"http://dbpedia.org/resource/Faze-O;""Faze-O"""
"http://dbpedia.org/resource/Weezer;""Weezer"""
"http://dbpedia.org/resource/Sonohra;""Sonohra"""
"http://dbpedia.org/resource/Ram-Zet;""Ram-Zet"""
"http://dbpedia.org/resource/Sonny_&_Cher;""Sonny & Cher"""
"http://dbpedia.org/resource/Paul_Revere_&_the_Raiders;""Paul Revere & the Raiders"""
"http://dbpedia.org/resource/Candiria;""Candiria"""
"http://dbpedia.org/resource/Times_New_Viking;""Times New Viking"""
"http://dbpedia.org/resource/Taking_Dawn;""Taking Dawn"""
"http://dbpedia.org/resource/Baroness_(band);""Baroness (band)"""
"http://dbpedia.org/resource/Relaxed_Muscle;""Relaxed Muscle"""
"http://dbpedia.org/resource/Florence_and_the_Machine;""Florence and the Machine"""
"http://dbpedia.org/resource/Fraternity_(band);""Fraternity (band)"""
"http://dbpedia.org/resource/The_Honeymoon_Killers_(American_band);""The Honeymoon Killers (American band)"""
"http://dbpedia.org/resource/Death_in_Vegas;""Death in Vegas"""
"http://dbpedia.org/resource/Nickelback;""Nickelback"""
"http://dbpedia.org/resource/Unrest_(band);""Unrest (band)"""
"http://dbpedia.org/resource/Argyle_Park;""Argyle Park"""
"http://dbpedia.org/resource/Midnattsol;""Midnattsol"""
"http://dbpedia.org/resource/The_Delgados;""The Delgados"""
"http://dbpedia.org/resource/Possum_Dixon;""Possum Dixon"""
"http://dbpedia.org/resource/Rogue_Wave_(band);""Rogue Wave (band)"""
"http://dbpedia.org/resource/Richard_Hell_and_the_Voidoids;""Richard Hell and the Voidoids"""
"http://dbpedia.org/resource/Pluto_(New_Zealand_band);""Pluto (New Zealand band)"""
"http://dbpedia.org/resource/Yaga_&_Mackie;""Yaga & Mackie"""
"http://dbpedia.org/resource/Puss_(Swedish_music_duo);""Puss (Swedish music duo)"""
"http://dbpedia.org/resource/Biomechanical_(band);""Biomechanical (band)"""
"http://dbpedia.org/resource/Mount_Eerie;""Mount Eerie"""
"http://dbpedia.org/resource/Danity_Kane;""Danity Kane"""
"http://dbpedia.org/resource/Boom_Boom_Satellites;""Boom Boom Satellites"""
"http://dbpedia.org/resource/Kent_(band);""Kent (band)"""
"http://dbpedia.org/resource/Quicksilver_Messenger_Service;""Quicksilver Messenger Service"""
"http://dbpedia.org/resource/The_Selecter;""The Selecter"""
"http://dbpedia.org/resource/Violent_Femmes;""Violent Femmes"""
"http://dbpedia.org/resource/Bob_Schneider;""Bob Schneider"""
"http://dbpedia.org/resource/Drive-By_Truckers;""Drive-By Truckers"""
"http://dbpedia.org/resource/Subway_to_Sally;""Subway to Sally"""
"http://dbpedia.org/resource/4Him;""4Him"""
"http://dbpedia.org/resource/Young_Black_Teenagers;""Young Black Teenagers"""
"http://dbpedia.org/resource/The_Dead_60s;""The Dead 60s"""
"http://dbpedia.org/resource/C+C_Music_Factory;""C+C Music Factory"""
"http://dbpedia.org/resource/Dżem;""Dżem"""
"http://dbpedia.org/resource/Head_East;""Head East"""
"http://dbpedia.org/resource/Hot_Chip;""Hot Chip"""
"http://dbpedia.org/resource/Mattafix;""Mattafix"""
"http://dbpedia.org/resource/TV_Eyes;""TV Eyes"""
"http://dbpedia.org/resource/Foreign_Beggars;""Foreign Beggars"""
"http://dbpedia.org/resource/Electric_Wizard;""Electric Wizard"""
"http://dbpedia.org/resource/Jimmie's_Chicken_Shack;""Jimmie's Chicken Shack"""
"http://dbpedia.org/resource/Maps_(band);""Maps (band)"""
"http://dbpedia.org/resource/Elastic_No-No_Band;""Elastic No-No Band"""
"http://dbpedia.org/resource/Bend_Sinister_(band);""Bend Sinister (band)"""
"http://dbpedia.org/resource/Blotted_Science;""Blotted Science"""
"http://dbpedia.org/resource/Semi-Gloss;""Semi-Gloss"""
"http://dbpedia.org/resource/Die_Antwoord;""Die Antwoord"""
"http://dbpedia.org/resource/Fistful_of_Mercy;""Fistful of Mercy"""
"http://dbpedia.org/resource/Mi_Lu_Bing;""Mi Lu Bing"""
"http://dbpedia.org/resource/Misty's_Big_Adventure;""Misty's Big Adventure"""
"http://dbpedia.org/resource/Download_(band);""Download (band)"""
"http://dbpedia.org/resource/Kula_Shaker;""Kula Shaker"""
"http://dbpedia.org/resource/Voodoo_Glow_Skulls;""Voodoo Glow Skulls"""
"http://dbpedia.org/resource/Hue_and_Cry;""Hue and Cry"""
"http://dbpedia.org/resource/The_Fold;""The Fold"""
"http://dbpedia.org/resource/Acid_Reign;""Acid Reign"""
"http://dbpedia.org/resource/Masada_(band);""Masada (band)"""
"http://dbpedia.org/resource/Pelican_(band);""Pelican (band)"""
"http://dbpedia.org/resource/Beauty_Pill;""Beauty Pill"""
"http://dbpedia.org/resource/Zornik;""Zornik"""
"http://dbpedia.org/resource/Pupil_(band);""Pupil (band)"""
"http://dbpedia.org/resource/Zac_Brown_Band;""Zac Brown Band"""
"http://dbpedia.org/resource/Yacht_(band);""Yacht (band)"""
"http://dbpedia.org/resource/Fuck_the_Facts;""Fuck the Facts"""
"http://dbpedia.org/resource/Savage_Republic;""Savage Republic"""
"http://dbpedia.org/resource/The_Dead_Weather;""The Dead Weather"""
"http://dbpedia.org/resource/Starfield_(band);""Starfield (band)"""
"http://dbpedia.org/resource/Escape_the_Fate;""Escape the Fate"""
"http://dbpedia.org/resource/The_Black_Crowes;""The Black Crowes"""
"http://dbpedia.org/resource/Home_(UK_band);""Home (UK band)"""
"http://dbpedia.org/resource/The_Mother_Hips;""The Mother Hips"""
"http://dbpedia.org/resource/The_Cesarians;""The Cesarians"""
"http://dbpedia.org/resource/Anamanaguchi;""Anamanaguchi"""
"http://dbpedia.org/resource/Baby_Rasta_&_Gringo;""Baby Rasta & Gringo"""
"http://dbpedia.org/resource/Thriving_Ivory;""Thriving Ivory"""
"http://dbpedia.org/resource/Kumbia_Kings;""Kumbia Kings"""
"http://dbpedia.org/resource/The_Pastels;""The Pastels"""
"http://dbpedia.org/resource/Crystal_Castles_(band);""Crystal Castles (band)"""
"http://dbpedia.org/resource/Ill_Repute;""Ill Repute"""
"http://dbpedia.org/resource/Pure_Reason_Revolution;""Pure Reason Revolution"""
"http://dbpedia.org/resource/Someone_Still_Loves_You_Boris_Yeltsin;""Someone Still Loves You Boris Yeltsin"""
"http://dbpedia.org/resource/Zoot_Woman;""Zoot Woman"""
"http://dbpedia.org/resource/Stone_(band);""Stone (band)"""
"http://dbpedia.org/resource/Box_Car_Racer;""Box Car Racer"""
"http://dbpedia.org/resource/Au_Revoir_Simone;""Au Revoir Simone"""
"http://dbpedia.org/resource/Þeyr;""Þeyr"""
"http://dbpedia.org/resource/Petra_(band);""Petra (band)"""
"http://dbpedia.org/resource/The_Prize_Fighter_Inferno;""The Prize Fighter Inferno"""
"http://dbpedia.org/resource/LaViVe;""LaViVe"""
"http://dbpedia.org/resource/Xe-NONE;""Xe-NONE"""
"http://dbpedia.org/resource/Robert_Rich_(musician);""Robert Rich (musician)"""
"http://dbpedia.org/resource/Tom_Fun_Orchestra;""Tom Fun Orchestra"""
"http://dbpedia.org/resource/Celtic_Frost;""Celtic Frost"""
"http://dbpedia.org/resource/The_Blanks;""The Blanks"""
"http://dbpedia.org/resource/Boston_(band);""Boston (band)"""
"http://dbpedia.org/resource/The_Gathering_(band);""The Gathering (band)"""
"http://dbpedia.org/resource/Madder_Mortem;""Madder Mortem"""
"http://dbpedia.org/resource/Métal_Urbain;""Métal Urbain"""
"http://dbpedia.org/resource/Papa_Roach;""Papa Roach"""
"http://dbpedia.org/resource/The_Choirboys_(band);""The Choirboys (band)"""
"http://dbpedia.org/resource/10,000_Maniacs;""10,000 Maniacs"""
"http://dbpedia.org/resource/Whirled_Peas;""Whirled Peas"""
"http://dbpedia.org/resource/Hellogoodbye;""Hellogoodbye"""
"http://dbpedia.org/resource/Murphy's_Law_(band);""Murphy's Law (band)"""
"http://dbpedia.org/resource/You_Say_Party;""You Say Party"""
"http://dbpedia.org/resource/Blog_27;""Blog 27"""
"http://dbpedia.org/resource/Propellerheads;""Propellerheads"""
"http://dbpedia.org/resource/Monty_Python;""Monty Python"""
"http://dbpedia.org/resource/Finntroll;""Finntroll"""
"http://dbpedia.org/resource/Oi_Polloi;""Oi Polloi"""
"http://dbpedia.org/resource/Nonpoint;""Nonpoint"""
"http://dbpedia.org/resource/Dal_Shabet;""Dal Shabet"""
"http://dbpedia.org/resource/Elastica;""Elastica"""
"http://dbpedia.org/resource/Rednex;""Rednex"""
"http://dbpedia.org/resource/The_Icarus_Line;""The Icarus Line"""
"http://dbpedia.org/resource/Pyramaze;""Pyramaze"""
"http://dbpedia.org/resource/The_Spooky_Men's_Chorale;""The Spooky Men's Chorale"""
"http://dbpedia.org/resource/Tom_Snare;""Tom Snare"""
"http://dbpedia.org/resource/Coda_(band);""Coda (band)"""
"http://dbpedia.org/resource/Bang_Camaro;""Bang Camaro"""
"http://dbpedia.org/resource/Dornenreich;""Dornenreich"""
"http://dbpedia.org/resource/Brightblack_Morning_Light;""Brightblack Morning Light"""
"http://dbpedia.org/resource/Gosling_(band);""Gosling (band)"""
"http://dbpedia.org/resource/The_Atomic_Bitchwax;""The Atomic Bitchwax"""
"http://dbpedia.org/resource/GQ_(band);""GQ (band)"""
"http://dbpedia.org/resource/Vary_Lumar;""Vary Lumar"""
"http://dbpedia.org/resource/Wuthering_Heights_(band);""Wuthering Heights (band)"""
"http://dbpedia.org/resource/Backstreet_Boys;""Backstreet Boys"""
"http://dbpedia.org/resource/Subseven;""Subseven"""
