"band;""bandname"""
"http://dbpedia.org/resource/Gugun_Blues_Shelter;""Gugun Blues Shelter"""
"http://dbpedia.org/resource/Perfect_World_(band);""Perfect World (band)"""
"http://dbpedia.org/resource/Royal_Blood_(band);""Royal Blood (band)"""
"http://dbpedia.org/resource/Spice_Girls;""Spice Girls"""
"http://dbpedia.org/resource/Dr._Acula_(band);""Dr. Acula (band)"""
"http://dbpedia.org/resource/Cud_(band);""Cud (band)"""
"http://dbpedia.org/resource/A_Touch_of_Class_(band);""A Touch of Class (band)"""
"http://dbpedia.org/resource/Art_of_Dying_(band);""Art of Dying (band)"""
"http://dbpedia.org/resource/The_Clark_Sisters;""The Clark Sisters"""
"http://dbpedia.org/resource/Hall_&_Oates;""Hall & Oates"""
"http://dbpedia.org/resource/Piano_Magic;""Piano Magic"""
"http://dbpedia.org/resource/Cex_(musician);""Cex (musician)"""
"http://dbpedia.org/resource/A_Global_Threat;""A Global Threat"""
"http://dbpedia.org/resource/Luna_(1990s_American_band);""Luna (1990s American band)"""
"http://dbpedia.org/resource/The_Black_Keys;""The Black Keys"""
"http://dbpedia.org/resource/The_Stalin;""The Stalin"""
"http://dbpedia.org/resource/Tears_for_Fears;""Tears for Fears"""
"http://dbpedia.org/resource/Guv'ner;""Guv'ner"""
"http://dbpedia.org/resource/Red_Riders;""Red Riders"""
"http://dbpedia.org/resource/Velocity_Girl;""Velocity Girl"""
"http://dbpedia.org/resource/Kodo_(taiko_group);""Kodo (taiko group)"""
"http://dbpedia.org/resource/Over_My_Dead_Body_(band);""Over My Dead Body (band)"""
"http://dbpedia.org/resource/Five.Bolt.Main;""Five.Bolt.Main"""
"http://dbpedia.org/resource/Screwed_Up_Click;""Screwed Up Click"""
"http://dbpedia.org/resource/ThaMuseMeant;""ThaMuseMeant"""
"http://dbpedia.org/resource/The_Chills;""The Chills"""
"http://dbpedia.org/resource/Saint_Motel;""Saint Motel"""
"http://dbpedia.org/resource/Thin_White_Rope;""Thin White Rope"""
"http://dbpedia.org/resource/Britny_Fox;""Britny Fox"""
"http://dbpedia.org/resource/The_Divine_Comedy_(band);""The Divine Comedy (band)"""
"http://dbpedia.org/resource/Building_429;""Building 429"""
"http://dbpedia.org/resource/Dru_Hill;""Dru Hill"""
"http://dbpedia.org/resource/John_Oates;""John Oates"""
"http://dbpedia.org/resource/Whiplash_(band);""Whiplash (band)"""
"http://dbpedia.org/resource/Transit_Kings;""Transit Kings"""
"http://dbpedia.org/resource/Rhea's_Obsession;""Rhea's Obsession"""
"http://dbpedia.org/resource/Canterbury_Effect;""Canterbury Effect"""
"http://dbpedia.org/resource/Eraserheads;""Eraserheads"""
"http://dbpedia.org/resource/Flight_of_the_Conchords;""Flight of the Conchords"""
"http://dbpedia.org/resource/Rotary_Connection;""Rotary Connection"""
"http://dbpedia.org/resource/The_High_&_Mighty;""The High & Mighty"""
"http://dbpedia.org/resource/Ellison_(band);""Ellison (band)"""
"http://dbpedia.org/resource/PlatEAU_(band);""PlatEAU (band)"""
"http://dbpedia.org/resource/Blind_Faith;""Blind Faith"""
"http://dbpedia.org/resource/Leftöver_Crack;""Leftöver Crack"""
"http://dbpedia.org/resource/Absoluuttinen_Nollapiste;""Absoluuttinen Nollapiste"""
"http://dbpedia.org/resource/Mourning_Widows;""Mourning Widows"""
"http://dbpedia.org/resource/Hrsta;""Hrsta"""
"http://dbpedia.org/resource/Amfibian;""Amfibian"""
"http://dbpedia.org/resource/Pearls_Before_Swine_(band);""Pearls Before Swine (band)"""
"http://dbpedia.org/resource/The_Crown_(band);""The Crown (band)"""
"http://dbpedia.org/resource/The_Ark_(Swedish_band);""The Ark (Swedish band)"""
"http://dbpedia.org/resource/Glass_Tiger;""Glass Tiger"""
"http://dbpedia.org/resource/Brand_New_(band);""Brand New (band)"""
"http://dbpedia.org/resource/Chris_Farlowe;""Chris Farlowe"""
"http://dbpedia.org/resource/God_Dethroned;""God Dethroned"""
"http://dbpedia.org/resource/Sahara_Hotnights;""Sahara Hotnights"""
"http://dbpedia.org/resource/Element_Eighty;""Element Eighty"""
"http://dbpedia.org/resource/Strange_Fruit_Project;""Strange Fruit Project"""
"http://dbpedia.org/resource/The_Scream_(band);""The Scream (band)"""
"http://dbpedia.org/resource/Return_to_Forever;""Return to Forever"""
"http://dbpedia.org/resource/Turpentine_(band);""Turpentine (band)"""
"http://dbpedia.org/resource/Ghoti_Hook;""Ghoti Hook"""
"http://dbpedia.org/resource/Lighthouse_Family;""Lighthouse Family"""
"http://dbpedia.org/resource/The_Mushroom_River_Band;""The Mushroom River Band"""
"http://dbpedia.org/resource/The_Beatles;""The Beatles"""
"http://dbpedia.org/resource/Band_of_Horses;""Band of Horses"""
"http://dbpedia.org/resource/Toad_the_Wet_Sprocket;""Toad the Wet Sprocket"""
"http://dbpedia.org/resource/Blue_Öyster_Cult;""Blue Öyster Cult"""
"http://dbpedia.org/resource/Gorillaz;""Gorillaz"""
"http://dbpedia.org/resource/Reef_(band);""Reef (band)"""
"http://dbpedia.org/resource/Toy-Box;""Toy-Box"""
"http://dbpedia.org/resource/Gwen_Stacy_(band);""Gwen Stacy (band)"""
"http://dbpedia.org/resource/Hurts;""Hurts"""
"http://dbpedia.org/resource/Bee_Gees;""Bee Gees"""
"http://dbpedia.org/resource/Bleach_(American_band);""Bleach (American band)"""
"http://dbpedia.org/resource/Can_(band);""Can (band)"""
"http://dbpedia.org/resource/Orchestral_Manoeuvres_in_the_Dark;""Orchestral Manoeuvres in the Dark"""
"http://dbpedia.org/resource/Ride_(band);""Ride (band)"""
"http://dbpedia.org/resource/The_Tragically_Hip;""The Tragically Hip"""
"http://dbpedia.org/resource/The_77s;""The 77s"""
"http://dbpedia.org/resource/Bad_Company;""Bad Company"""
"http://dbpedia.org/resource/Bad_Religion;""Bad Religion"""
"http://dbpedia.org/resource/Better_Than_Ezra;""Better Than Ezra"""
"http://dbpedia.org/resource/Silverchair;""Silverchair"""
"http://dbpedia.org/resource/Sylver;""Sylver"""
"http://dbpedia.org/resource/The_Hooters;""The Hooters"""
"http://dbpedia.org/resource/Katatonia;""Katatonia"""
"http://dbpedia.org/resource/Brad_(band);""Brad (band)"""
"http://dbpedia.org/resource/Clinic_(band);""Clinic (band)"""
"http://dbpedia.org/resource/FFH_(band);""FFH (band)"""
"http://dbpedia.org/resource/Inkubus_Sukkubus;""Inkubus Sukkubus"""
"http://dbpedia.org/resource/New_Grass_Revival;""New Grass Revival"""
"http://dbpedia.org/resource/Run–D.M.C.;""Run–D.M.C."""
"http://dbpedia.org/resource/The_Corries;""The Corries"""
"http://dbpedia.org/resource/Killswitch_Engage;""Killswitch Engage"""
"http://dbpedia.org/resource/People_on_Vacation;""People on Vacation"""
"http://dbpedia.org/resource/The_Hotelier;""The Hotelier"""
"http://dbpedia.org/resource/The_Kinks;""The Kinks"""
"http://dbpedia.org/resource/Uniting_Nations;""Uniting Nations"""
"http://dbpedia.org/resource/Voice_of_the_Beehive;""Voice of the Beehive"""
"http://dbpedia.org/resource/Living_Things_(band);""Living Things (band)"""
"http://dbpedia.org/resource/Oysterband;""Oysterband"""
"http://dbpedia.org/resource/Slum_Village;""Slum Village"""
"http://dbpedia.org/resource/Deep_Purple;""Deep Purple"""
"http://dbpedia.org/resource/U2;""U2"""
"http://dbpedia.org/resource/Toy_(band);""Toy (band)"""
"http://dbpedia.org/resource/Via_Audio;""Via Audio"""
"http://dbpedia.org/resource/Danzig_(band);""Danzig (band)"""
"http://dbpedia.org/resource/The_Shadows;""The Shadows"""
"http://dbpedia.org/resource/The_Wiggles;""The Wiggles"""
"http://dbpedia.org/resource/Dire_Straits;""Dire Straits"""
"http://dbpedia.org/resource/Gladys_Knight_&_the_Pips;""Gladys Knight & the Pips"""
"http://dbpedia.org/resource/Alcest;""Alcest"""
"http://dbpedia.org/resource/Much_the_Same;""Much the Same"""
"http://dbpedia.org/resource/Living_Colour;""Living Colour"""
"http://dbpedia.org/resource/Shonen_Knife;""Shonen Knife"""
"http://dbpedia.org/resource/Uriah_Heep_(band);""Uriah Heep (band)"""
"http://dbpedia.org/resource/Bond_(band);""Bond (band)"""
"http://dbpedia.org/resource/Commissioned_(gospel_group);""Commissioned (gospel group)"""
"http://dbpedia.org/resource/Double_Trouble_(band);""Double Trouble (band)"""
"http://dbpedia.org/resource/The_Kingston_Trio;""The Kingston Trio"""
"http://dbpedia.org/resource/The_Mission_(band);""The Mission (band)"""
"http://dbpedia.org/resource/4hero;""4hero"""
"http://dbpedia.org/resource/Freezepop;""Freezepop"""
"http://dbpedia.org/resource/SWV;""SWV"""
"http://dbpedia.org/resource/Tower_of_Power;""Tower of Power"""
"http://dbpedia.org/resource/Hot_Snakes;""Hot Snakes"""
"http://dbpedia.org/resource/Jackyl;""Jackyl"""
"http://dbpedia.org/resource/Quarashi;""Quarashi"""
"http://dbpedia.org/resource/Tri_Yann;""Tri Yann"""
"http://dbpedia.org/resource/Th'_Faith_Healers;""Th' Faith Healers"""
"http://dbpedia.org/resource/The_Whispers;""The Whispers"""
"http://dbpedia.org/resource/AKB48;""AKB48"""
"http://dbpedia.org/resource/Gasolin';""Gasolin'"""
"http://dbpedia.org/resource/Massacra;""Massacra"""
"http://dbpedia.org/resource/Gene_Loves_Jezebel;""Gene Loves Jezebel"""
"http://dbpedia.org/resource/The_Blood_Divine;""The Blood Divine"""
"http://dbpedia.org/resource/The_Colourist;""The Colourist"""
"http://dbpedia.org/resource/Koritni;""Koritni"""
"http://dbpedia.org/resource/The_Lost_Fingers;""The Lost Fingers"""
"http://dbpedia.org/resource/The_Rabid_Whole;""The Rabid Whole"""
"http://dbpedia.org/resource/Wrench_in_the_Works;""Wrench in the Works"""
"http://dbpedia.org/resource/Nomadi;""Nomadi"""
"http://dbpedia.org/resource/Psapp;""Psapp"""
"http://dbpedia.org/resource/Sick_Puppies;""Sick Puppies"""
"http://dbpedia.org/resource/Tosca_(band);""Tosca (band)"""
"http://dbpedia.org/resource/Bloc_Party;""Bloc Party"""
"http://dbpedia.org/resource/Pulp_(band);""Pulp (band)"""
"http://dbpedia.org/resource/Scorpions_(band);""Scorpions (band)"""
"http://dbpedia.org/resource/Zombie_Nation_(band);""Zombie Nation (band)"""
"http://dbpedia.org/resource/Ultravox;""Ultravox"""
"http://dbpedia.org/resource/West_Indian_Girl;""West Indian Girl"""
"http://dbpedia.org/resource/Capsule_(band);""Capsule (band)"""
"http://dbpedia.org/resource/James_(band);""James (band)"""
"http://dbpedia.org/resource/Monsters_of_Folk;""Monsters of Folk"""
"http://dbpedia.org/resource/Neaera_(band);""Neaera (band)"""
"http://dbpedia.org/resource/Divinyls;""Divinyls"""
"http://dbpedia.org/resource/Rollins_Band;""Rollins Band"""
"http://dbpedia.org/resource/Saliva_(band);""Saliva (band)"""
"http://dbpedia.org/resource/Spyro_Gyra;""Spyro Gyra"""
"http://dbpedia.org/resource/Take_That;""Take That"""
"http://dbpedia.org/resource/Ten_Years_After;""Ten Years After"""
"http://dbpedia.org/resource/Red_Elvises;""Red Elvises"""
"http://dbpedia.org/resource/Black_Tape_for_a_Blue_Girl;""Black Tape for a Blue Girl"""
"http://dbpedia.org/resource/The_Herbaliser;""The Herbaliser"""
"http://dbpedia.org/resource/MGMT;""MGMT"""
"http://dbpedia.org/resource/Psychostick;""Psychostick"""
"http://dbpedia.org/resource/1910_Fruitgum_Company;""1910 Fruitgum Company"""
"http://dbpedia.org/resource/Marmaduke_Duke;""Marmaduke Duke"""
"http://dbpedia.org/resource/Walt_Mink;""Walt Mink"""
"http://dbpedia.org/resource/Skipping_Girl_Vinegar;""Skipping Girl Vinegar"""
"http://dbpedia.org/resource/Big_Trouble_(band);""Big Trouble (band)"""
"http://dbpedia.org/resource/Jupiter_Rising;""Jupiter Rising"""
"http://dbpedia.org/resource/Bel_Canto_(band);""Bel Canto (band)"""
"http://dbpedia.org/resource/Canned_Heat;""Canned Heat"""
"http://dbpedia.org/resource/Umphrey's_McGee;""Umphrey's McGee"""
"http://dbpedia.org/resource/Marilyn_Manson_(band);""Marilyn Manson (band)"""
"http://dbpedia.org/resource/Floater_(band);""Floater (band)"""
"http://dbpedia.org/resource/HIM_(Finnish_band);""HIM (Finnish band)"""
"http://dbpedia.org/resource/Neutral_Milk_Hotel;""Neutral Milk Hotel"""
"http://dbpedia.org/resource/The_System_(band);""The System (band)"""
"http://dbpedia.org/resource/Chuck_Ragan;""Chuck Ragan"""
"http://dbpedia.org/resource/X-Perience;""X-Perience"""
"http://dbpedia.org/resource/Dum_Dum_Girls;""Dum Dum Girls"""
"http://dbpedia.org/resource/Khoma;""Khoma"""
"http://dbpedia.org/resource/10_Years_(band);""10 Years (band)"""
"http://dbpedia.org/resource/Mando_Diao;""Mando Diao"""
"http://dbpedia.org/resource/Spirit_(band);""Spirit (band)"""
"http://dbpedia.org/resource/Wilco;""Wilco"""
"http://dbpedia.org/resource/Sear_Bliss;""Sear Bliss"""
"http://dbpedia.org/resource/The_Stanley_Brothers;""The Stanley Brothers"""
"http://dbpedia.org/resource/Sunna_(band);""Sunna (band)"""
"http://dbpedia.org/resource/Helloween;""Helloween"""
"http://dbpedia.org/resource/Tall_Dwarfs;""Tall Dwarfs"""
"http://dbpedia.org/resource/Altaria_(band);""Altaria (band)"""
"http://dbpedia.org/resource/Minus_the_Bear;""Minus the Bear"""
"http://dbpedia.org/resource/The_Bar-Kays;""The Bar-Kays"""
"http://dbpedia.org/resource/The_Slickee_Boys;""The Slickee Boys"""
"http://dbpedia.org/resource/+/-_(band);""+/- (band)"""
"http://dbpedia.org/resource/Five_Stairsteps;""Five Stairsteps"""
"http://dbpedia.org/resource/Saturday_Looks_Good_to_Me;""Saturday Looks Good to Me"""
"http://dbpedia.org/resource/Shai_(band);""Shai (band)"""
"http://dbpedia.org/resource/Third_Ear_Band;""Third Ear Band"""
"http://dbpedia.org/resource/Anthrax_(American_band);""Anthrax (American band)"""
"http://dbpedia.org/resource/The_Arrogant_Sons_of_Bitches;""The Arrogant Sons of Bitches"""
"http://dbpedia.org/resource/Autopsia;""Autopsia"""
"http://dbpedia.org/resource/Sleeper_(band);""Sleeper (band)"""
"http://dbpedia.org/resource/Lord_Belial;""Lord Belial"""
"http://dbpedia.org/resource/Beastie_Boys;""Beastie Boys"""
"http://dbpedia.org/resource/All_Sons_&_Daughters;""All Sons & Daughters"""
"http://dbpedia.org/resource/Giant_(band);""Giant (band)"""
"http://dbpedia.org/resource/The_Frames;""The Frames"""
"http://dbpedia.org/resource/The_Stylistics;""The Stylistics"""
"http://dbpedia.org/resource/Pitchshifter;""Pitchshifter"""
"http://dbpedia.org/resource/A_Tribe_Called_Quest;""A Tribe Called Quest"""
"http://dbpedia.org/resource/Chumbawamba;""Chumbawamba"""
"http://dbpedia.org/resource/Red_Rider;""Red Rider"""
"http://dbpedia.org/resource/Three_Days_Grace;""Three Days Grace"""
"http://dbpedia.org/resource/Gåte;""Gåte"""
"http://dbpedia.org/resource/Kraan;""Kraan"""
"http://dbpedia.org/resource/Suburban_Legends;""Suburban Legends"""
"http://dbpedia.org/resource/Eggstone;""Eggstone"""
"http://dbpedia.org/resource/Cash_Money_Millionaires;""Cash Money Millionaires"""
"http://dbpedia.org/resource/Los_Tigres_del_Norte;""Los Tigres del Norte"""
"http://dbpedia.org/resource/Orange_Juice_(band);""Orange Juice (band)"""
"http://dbpedia.org/resource/Van_der_Graaf_Generator;""Van der Graaf Generator"""
"http://dbpedia.org/resource/Kenny_Rogers_and_The_First_Edition;""Kenny Rogers and The First Edition"""
"http://dbpedia.org/resource/Dark_New_Day;""Dark New Day"""
"http://dbpedia.org/resource/Woe_of_Tyrants;""Woe of Tyrants"""
"http://dbpedia.org/resource/Wavves;""Wavves"""
"http://dbpedia.org/resource/Bride_(band);""Bride (band)"""
"http://dbpedia.org/resource/Carbon/Silicon;""Carbon/Silicon"""
"http://dbpedia.org/resource/Ruki_Vverh!;""Ruki Vverh!"""
"http://dbpedia.org/resource/Brobdingnagian_Bards;""Brobdingnagian Bards"""
"http://dbpedia.org/resource/The_Flaws;""The Flaws"""
"http://dbpedia.org/resource/Little_River_Band;""Little River Band"""
"http://dbpedia.org/resource/The_Choir_(garage_rock);""The Choir (garage rock)"""
"http://dbpedia.org/resource/British_Sea_Power;""British Sea Power"""
"http://dbpedia.org/resource/The_Easybeats;""The Easybeats"""
"http://dbpedia.org/resource/Pagan's_Mind;""Pagan's Mind"""
"http://dbpedia.org/resource/Delirious%3F;""Delirious?"""
"http://dbpedia.org/resource/Poison_Idea;""Poison Idea"""
"http://dbpedia.org/resource/Psychic_TV;""Psychic TV"""
"http://dbpedia.org/resource/K's_Choice;""K's Choice"""
"http://dbpedia.org/resource/Power_of_Dreams;""Power of Dreams"""
"http://dbpedia.org/resource/The_Crucified;""The Crucified"""
"http://dbpedia.org/resource/The_Panics;""The Panics"""
"http://dbpedia.org/resource/Delaney_&_Bonnie;""Delaney & Bonnie"""
"http://dbpedia.org/resource/Outlandish;""Outlandish"""
"http://dbpedia.org/resource/Hans-Joachim_Roedelius;""Hans-Joachim Roedelius"""
"http://dbpedia.org/resource/The_McClymonts;""The McClymonts"""
"http://dbpedia.org/resource/Héctor_&_Tito;""Héctor & Tito"""
"http://dbpedia.org/resource/Hari_Mata_Hari;""Hari Mata Hari"""
"http://dbpedia.org/resource/Hearse_(band);""Hearse (band)"""
"http://dbpedia.org/resource/Hermano_(band);""Hermano (band)"""
"http://dbpedia.org/resource/Love_Battery;""Love Battery"""
"http://dbpedia.org/resource/Halfcocked;""Halfcocked"""
"http://dbpedia.org/resource/Moliendo_Vidrio;""Moliendo Vidrio"""
"http://dbpedia.org/resource/Pearl_Jam;""Pearl Jam"""
"http://dbpedia.org/resource/Acid_Drinkers;""Acid Drinkers"""
"http://dbpedia.org/resource/The_Armoury_Show;""The Armoury Show"""
"http://dbpedia.org/resource/The_Revolution_(band);""The Revolution (band)"""
"http://dbpedia.org/resource/The_Moog;""The Moog"""
"http://dbpedia.org/resource/Armor_for_Sleep;""Armor for Sleep"""
"http://dbpedia.org/resource/The_Giraffes_(Brooklyn_band);""The Giraffes (Brooklyn band)"""
"http://dbpedia.org/resource/Ladytron;""Ladytron"""
"http://dbpedia.org/resource/Raunchy_(band);""Raunchy (band)"""
"http://dbpedia.org/resource/The_Posies;""The Posies"""
"http://dbpedia.org/resource/The_13th_Floor_Elevators;""The 13th Floor Elevators"""
"http://dbpedia.org/resource/Fastway_(band);""Fastway (band)"""
"http://dbpedia.org/resource/Grendel_(band);""Grendel (band)"""
"http://dbpedia.org/resource/Rufio;""Rufio"""
"http://dbpedia.org/resource/CJ_&_The_Satellites;""CJ & The Satellites"""
"http://dbpedia.org/resource/Blut_Aus_Nord;""Blut Aus Nord"""
"http://dbpedia.org/resource/Puffy_AmiYumi;""Puffy AmiYumi"""
"http://dbpedia.org/resource/Extra_Prolific;""Extra Prolific"""
"http://dbpedia.org/resource/Master's_Hammer;""Master's Hammer"""
"http://dbpedia.org/resource/Go_Back_to_the_Zoo;""Go Back to the Zoo"""
"http://dbpedia.org/resource/Radio_Radio_(band);""Radio Radio (band)"""
"http://dbpedia.org/resource/The_Pretty_Things;""The Pretty Things"""
"http://dbpedia.org/resource/Goblini;""Goblini"""
"http://dbpedia.org/resource/Out_of_Eden;""Out of Eden"""
"http://dbpedia.org/resource/Maps_&_Atlases;""Maps & Atlases"""
"http://dbpedia.org/resource/Gamma_(band);""Gamma (band)"""
"http://dbpedia.org/resource/Mr_Velcro_Fastener;""Mr Velcro Fastener"""
"http://dbpedia.org/resource/The_Disciplines;""The Disciplines"""
"http://dbpedia.org/resource/Theatres_des_Vampires;""Theatres des Vampires"""
"http://dbpedia.org/resource/Los_Mismos;""Los Mismos"""
"http://dbpedia.org/resource/The_Buzzhorn;""The Buzzhorn"""
"http://dbpedia.org/resource/C.A.F.B.;""C.A.F.B."""
"http://dbpedia.org/resource/Love_Spirals_Downwards;""Love Spirals Downwards"""
"http://dbpedia.org/resource/Consafos;""Consafos"""
"http://dbpedia.org/resource/Rider_Chips;""Rider Chips"""
"http://dbpedia.org/resource/The_Simon_Sisters;""The Simon Sisters"""
"http://dbpedia.org/resource/Classic_Case;""Classic Case"""
"http://dbpedia.org/resource/Sussman_Lawrence;""Sussman Lawrence"""
"http://dbpedia.org/resource/Kraftwerk;""Kraftwerk"""
"http://dbpedia.org/resource/National_Philharmonic_Orchestra;""National Philharmonic Orchestra"""
"http://dbpedia.org/resource/The_Giraffes_(Seattle_band);""The Giraffes (Seattle band)"""
"http://dbpedia.org/resource/Cryptopsy;""Cryptopsy"""
"http://dbpedia.org/resource/The_Screaming_Jets;""The Screaming Jets"""
